template,code,meaning
CT Cerebrum,RID10144,mastoid air cell
CT Cerebrum,RID28601,orbits
CT Cerebrum,RID28674,cervical spine region
CT Cerebrum,RID7741,spine
CT Cerebrum,RID9286,sella turcica
CT Cerebrum,RID28731,base of cranium
CT Cerebrum,RID13170,impression section
CT Chest ILD,RID13173,normal
CT Chest ILD,RID49442,indication
CT Chest ILD,RID5978,parenchyma
CT Chest ILD,RID29990,upper abdomen
CT Chest ILD,RID2468,chest wall
CT Chest ILD,RID1384,mediastinum
CT Chest ILD,RID1385,heart
CT Chest PE-50513,RID29990,upper abdomen
CT Chest PE-50513,RID7488,neck
CT Chest PE-50513,RID49442,indication
CT Chest PE-50513,RID1385,heart
CT Chest PE-50513,RID1363,pleural space
CT Chest PE-50513,RID6336,osseous
CT Chest PE-50513,RID1384,mediastinum
CT Chest PE-50513,RID13437,lungs
CT Chest PE-50513,RID28586,set of pulmonary arteries
CT Chest PE,RID29990,upper abdomen
CT Chest PE,RID7488,neck
CT Chest PE,RID49442,indication
CT Chest PE,RID1385,heart
CT Chest PE,RID1363,pleural space
CT Chest PE,RID6336,osseous
CT Chest PE,RID1384,mediastinum
CT Chest PE,RID13437,lungs
CT Chest PE,RID28586,set of pulmonary arteries
CT Chest Pulmonary Embolism,RID10321,computed tomography
CT Chest Pulmonary Embolism,RID4834,pulmonary embolism
CT Chest Pulmonary Embolism,RID28586,set of pulmonary arteries
CT Chest Pulmonary Embolism,RID1243,thorax
CT Chest Pulmonary Embolism,RID4837,thromboembolism
CT Chest Pulmonary Embolism,RID11582,contrast agent
CT Chest Pulmonary Embolism,RID13166,clinical information
CT Chest Pulmonary Embolism,RID28483,comparison
CT Chest Pulmonary Embolism,RID12,diagnostic quality
CT Chest Pulmonary Embolism,RID4834,pulmonary embolism
CT Chest Pulmonary Embolism,RID1301,lung
CT Chest Pulmonary Embolism,RID5978,parenchyma
CT Chest Pulmonary Embolism,RID34539,pleural effusion
CT Chest Pulmonary Embolism,RID5827,central
CT Chest Pulmonary Embolism,RID1245,airway
CT Chest Pulmonary Embolism,RID3798,lymphadenopathy
CT Chest Pulmonary Embolism,RID1385,heart
CT Chest Pulmonary Embolism,RID29990,upper abdomen
CT Chest Pulmonary Embolism,RID28569,set of bones
CT Chest Pulmonary Embolism,RID13170,impression section
CT Chest w Contrast,RID7488,neck
CT Chest w Contrast,RID13437,lungs
CT Chest w Contrast,RID1363,pleural space
CT Chest w Contrast,RID1385,heart
CT Chest w Contrast,RID13173,normal
CT Chest w Contrast,RID29990,upper abdomen
CT Chest w Contrast,RID1384,mediastinum
CT Chest w Contrast,RID49962,set of chest vessels
CT Chest w Contrast,RID6336,osseous
CT Chest w Contrast,RID13166,clinical information section
CT Chest wo Contrast,RID13173,normal
CT Chest wo Contrast,RID1385,heart
CT Chest wo Contrast,RID13437,lungs
CT Chest wo Contrast,RID1363,pleural space
CT Chest wo Contrast,RID49962,set of chest vessels
CT Chest wo Contrast,RID1384,mediastinum
CT Chest wo Contrast,RID2468,chest wall
CT Chest wo Contrast,RID29990,upper abdomen
CT Chest wo Contrast,RID13166,clinical information section
CT Chest,RID10321,computed tomography
CT Chest,RID1243,thorax
CT Chest,RID1559,procedure
CT Chest,RID28483,comparison
CT Chest,RID13170,impression section
CT Cirrhosis Module,RID86,spleen
CT Cirrhosis Module,RID13170,impression section
CT Cirrhosis Module,RID1208,portal vein
CT Cirrhosis Module,RID13166,clinical information
CT Cirrhosis Module,RID3822,cirrhosis
CT Cirrhosis Module,RID1541,ascites
CT Cirrhosis Module,RID28454,none
CT Cirrhosis Module,RID38078,hepatic artery
CT Cirrhosis Module,RID10579,axial plane
CT Cirrhosis Module,RID28483,comparison
CT Cirrhosis Module,RID5803,micronodular
CT Cirrhosis Module,RID5804,macronodular
CT Cirrhosis Module,RID5912,smooth
CT Facial Bones,RID13284,face
CT Facial Bones,RID4650,fracture
CT Facial Bones,RID4630,injury due to mechanical trauma
CT Facial Bones,RID28579,paranasal sinuses
CT Facial Bones,RID28570,set of facial bones
CT Facial Bones,RID28483,comparison
CT Facial Bones,RID13170,impression section
CT IVP,RID237,urinary bladder
CT IVP,RID58,liver
CT IVP,RID187,gallbladder
CT IVP,RID28722,adrenal region
CT IVP,RID86,spleen
CT IVP,RID170,pancreas
CT IVP,RID130,intestine
CT IVP,RID33180,mesentery
CT IVP,RID13209,musculoskeletal system
CT IVP,RID15989,vasculature
CT IVP,RID1547,fluid
CT IVP,RID13209,musculoskeletal system
CT IVP,RID29662,right kidney
CT IVP,RID29663,left kidney
CT IVP,RID13173,normal
CT IVP,RID30844,right ureter
CT IVP,RID30845,left ureter
CT IVP,RID1301,lung
CT KUB (CT Stone Study),RID237,urinary bladder
CT KUB (CT Stone Study),RID2507,pelvis
CT KUB (CT Stone Study),RID30845,left ureter
CT KUB (CT Stone Study),RID29662,right kidney
CT KUB (CT Stone Study),RID30844,right ureter
CT KUB (CT Stone Study),RID49442,indication
CT KUB (CT Stone Study),RID29663,left kidney
CT KUB (CT Stone Study),RID13209,musculoskeletal system
CT KUB (CT Stone Study),RID13437,lungs
CT KUB (CT Stone Study),RID13209,musculoskeletal system
CT Liver Surveillance,RID3822,cirrhosis
CT Liver Surveillance,RID10321,computed tomography
CT Liver Surveillance,RID4271,hepatocellular carcinoma
CT Liver Surveillance,RID58,liver
CT Liver Surveillance,RID11582,contrast agent
CT Liver Surveillance,RID13166,clinical information
CT Liver Surveillance,RID28483,comparison
CT Liver Surveillance,RID58,liver
CT Liver Surveillance,RID28825,morphology
CT Liver Surveillance,RID28473,absent
CT Liver Surveillance,RID34614,portal hypertension
CT Liver Surveillance,RID86,spleen
CT Liver Surveillance,RID5772,size descriptor
CT Liver Surveillance,RID3375,collateral
CT Liver Surveillance,RID15989,vasculature
CT Liver Surveillance,RID5666,spontaneous
CT Liver Surveillance,RID4969,shunt
CT Liver Surveillance,RID410,peritoneum
CT Liver Surveillance,RID431,retroperitoneum
CT Liver Surveillance,RID30970,set of pelvic viscera
CT Liver Surveillance,RID30970,set of pelvic viscera
CT Liver Surveillance,RID13209,musculoskeletal system
CT Liver Surveillance,RID13170,impression section
CT Neck,RID10321,computed tomography
CT Neck,RID7488,neck
CT Neck,RID1559,procedure
CT Neck,RID13166,clinical information
CT Neck,RID28483,comparison
CT Neck,RID28601,orbits
CT Neck,RID9990,nasopharynx
CT Neck,RID7540,suprahyoid neck
CT Neck,RID7576,infrahyoid neck
CT Neck,RID7578,thyroid gland
CT Neck,RID1432,thoracic inlet
CT Neck,RID28847,lymph node group
CT Neck,RID15990,vasculature of organ
CT Neck,RID13173,normal
CT Neck,RID13170,impression section
CT Onco Lung Mass,RID10321,computed tomography
CT Onco Lung Mass,RID1301,lung
CT Onco Lung Mass,RID3874,mass
CT Onco Lung Mass,RID3957,neoplasm
CT Onco Lung Mass,RID1243,thorax
CT Onco Lung Mass,RID1559,procedure
CT Onco Lung Mass,RID28483,comparison
CT Onco Lung Mass,RID5772,size descriptor
CT Onco Lung Mass,RID28668,volume
CT Onco Lung Mass,RID5945,anatomic sub-part
CT Onco Lung Mass,RID13390,anatomical structure
CT Onco Lung Mass,RID6246,(unspecified)
CT Onco Lung Mass,RID5738,composition modifier
CT Onco Lung Mass,RID16263,set of nerves
CT Onco Lung Mass,RID28847,lymph node group
CT Onco Lung Mass,RID13170,impression section
CT Onco Renal Mass,RID10321,computed tomography
CT Onco Renal Mass,RID205,kidney
CT Onco Renal Mass,RID3874,mass
CT Onco Renal Mass,RID3957,neoplasm
CT Onco Renal Mass,RID1559,procedure
CT Onco Renal Mass,RID13166,clinical information
CT Onco Renal Mass,RID28483,comparison
CT Onco Renal Mass,RID5945,anatomic sub-part
CT Onco Renal Mass,RID13390,anatomical structure
CT Onco Renal Mass,RID6054,enhancement characteristic
CT Onco Renal Mass,RID5738,composition modifier
CT Onco Renal Mass,RID1538,fat
CT Onco Renal Mass,RID28662,attenuation
CT Onco Renal Mass,RID5828,peripheral
CT Onco Renal Mass,RID5987,wall
CT Onco Renal Mass,RID432,anterior pararenal space
CT Onco Renal Mass,RID433,posterior pararenal space
CT Onco Renal Mass,RID28722,adrenal region
CT Onco Renal Mass,RID58,liver
CT Onco Renal Mass,RID86,spleen
CT Onco Renal Mass,RID28822,vascular region
CT Onco Renal Mass,RID5230,disease spread
CT Onco Renal Mass,RID5849,adjacent
CT Onco Renal Mass,RID13296,lymph node
CT Onco Renal Mass,RID13170,impression section
CT Pelvis,RID10321,computed tomography
CT Pelvis,RID2507,pelvis
CT Pelvis,RID28483,comparison
CT Pelvis,RID13170,impression section
CT Pulmonary Veins,RID10321,computed tomography
CT Pulmonary Veins,RID1385,heart
CT Pulmonary Veins,RID1231,pulmonary vein
CT Pulmonary Veins,RID1559,procedure
CT Pulmonary Veins,RID11582,contrast agent
CT Pulmonary Veins,RID11525,complication
CT Pulmonary Veins,RID12357,volume CT dose index
CT Pulmonary Veins,RID12359,CT dose length product
CT Pulmonary Veins,RID13166,clinical information
CT Pulmonary Veins,RID28483,comparison
CT Pulmonary Veins,RID10,image quality
CT Pulmonary Veins,RID11254,imaging error
CT Pulmonary Veins,RID5825,right
CT Pulmonary Veins,RID5824,left
CT Pulmonary Veins,RID5016,stenosis
CT Pulmonary Veins,RID5825,right
CT Pulmonary Veins,RID5822,superior
CT Pulmonary Veins,RID5825,right
CT Pulmonary Veins,RID5823,inferior
CT Pulmonary Veins,RID5824,left
CT Pulmonary Veins,RID5822,superior
CT Pulmonary Veins,RID5824,left
CT Pulmonary Veins,RID5823,inferior
CT Pulmonary Veins,RID1390,left atrium
CT Pulmonary Veins,RID11135,intraluminal
CT Pulmonary Veins,RID5037,thrombus
CT Pulmonary Veins,RID28727,set of coronary arteries
CT Pulmonary Veins,RID28586,set of pulmonary arteries
CT Pulmonary Veins,RID13432,diameter
CT Pulmonary Veins,RID4834,pulmonary embolism
CT Pulmonary Veins,RID879,thoracic aorta
CT Pulmonary Veins,RID13437,lungs
CT Pulmonary Veins,RID29990,upper abdomen
CT Pulmonary Veins,RID10,image quality
CT Pulmonary Veins,RID11,exemplary quality
CT Pulmonary Veins,RID12,diagnostic quality
CT Pulmonary Veins,RID13170,impression section
CT Renal Donor,RID49729,set of renal arteries
CT Renal Donor,RID56,abdomen
CT Renal Donor,RID1184,renal vein
CT Renal Donor,RID15989,vasculature
CT Renal Donor,RID205,kidney
CT Renal Donor,RID49442,indication
CT Renal Stone,RID10321,computed tomography
CT Renal Stone,RID204,urinary tract
CT Renal Stone,RID4996,urolithiasis
CT Renal Stone,RID1559,procedure
CT Renal Stone,RID28483,comparison
CT Renal Stone,RID13166,clinical information
CT Renal Stone,RID28492,count
CT Renal Stone,RID10409,measurement
CT Renal Stone,RID10409,measurement
CT Renal Stone,RID34393,hydronephrosis
CT Renal Stone,RID11198,ureteral
CT Renal Stone,RID4994,calculus
CT Renal Stone,RID5786,dilated
CT Renal Stone,RID229,ureter
CT Renal Stone,RID28492,count
CT Renal Stone,RID10409,measurement
CT Renal Stone,RID10409,measurement
CT Renal Stone,RID34393,hydronephrosis
CT Renal Stone,RID11198,ureteral
CT Renal Stone,RID4994,calculus
CT Renal Stone,RID5786,dilated
CT Renal Stone,RID229,ureter
CT Renal Stone,RID28492,count
CT Renal Stone,RID10409,measurement
CT Renal Stone,RID10409,measurement
CT Renal Stone,RID5987,wall
CT Renal Stone,RID58,liver
CT Renal Stone,RID86,spleen
CT Renal Stone,RID170,pancreas
CT Renal Stone,RID28752,set of adrenal glands
CT Renal Stone,RID3798,lymphadenopathy
CT Renal Stone,RID130,intestine
CT Renal Stone,RID1541,ascites
CT Renal Stone,RID13170,impression section
CT Renal Stones,RID10321,computed tomography
CT Renal Stones,RID205,kidney
CT Renal Stones,RID38586,renal calculus
CT Renal Stones,RID229,ureter
CT Renal Stones,RID237,urinary bladder
CT Renal Stones,RID4996,urolithiasis
CT Renal Stones,RID1559,procedure
CT Renal Stones,RID28483,comparison
CT Renal Stones,RID13173,normal
CT Renal Stones,RID13170,impression section
CT schedel_ acute stroke,RID13170,impression section
CT schedel_ acute stroke,RID28483,comparison
CT Sinuses - Normal,RID10321,computed tomography
CT Sinuses - Normal,RID13173,normal
CT Sinuses - Normal,RID9554,paranasal sinus
CT Sinuses - Normal,RID28579,paranasal sinuses
CT Sinuses - Normal,RID1559,procedure
CT Sinuses - Normal,RID28483,comparison
CT Sinuses - Normal,RID13173,normal
CT Sinuses - Normal,RID13170,impression section
CT Stone Study,RID170,pancreas
CT Stone Study,RID28855,pelvic lymph node group
CT Stone Study,RID28722,adrenal region
CT Stone Study,RID132,small intestine
CT Stone Study,RID39057,genital system
CT Stone Study,RID1826,hysterectomy
CT Stone Study,RID13209,musculoskeletal system
CT Stone Study,RID34617,melanoma
CT Stone Study,RID237,urinary bladder
CT Stone Study,RID28454,none
CT Stone Study,RID187,gallbladder
CT Stone Study,RID13173,normal
CT Stone Study,RID28473,absent
CT Stone Study,RID15989,vasculature
CT Stone Study,RID39049,atherosclerosis
CT Stone Study,RID29663,left kidney
CT Stone Study,RID28454,none
CT Stone Study,RID29662,right kidney
CT Stone Study,RID58,liver
CT Stone Study,RID5217,steatosis
CT Stone Study,RID86,spleen
CT Stone Study,RID34393,hydronephrosis
CT Stone Study,RID28454,none
CT Stone Study,RID5671,mild
CT Stone Study,RID5672,moderate
CT Stone Study,RID5673,severe
CT Stone Study,RID1301,lung
CT Stone Study,RID13173,normal
CT Stone Study,RID28487,report
CT Stone Study,RID237,urinary bladder
CT Stone Study,RID13173,normal
CT Stone Study,RID10386,limited evaluation
CT Stone Study,RID28673,thin
CT Stone Study,RID5809,irregular
CT Stone Study,RID168,appendix
CT Stone Study,RID13173,normal
CT Stone Study,RID1711,appendectomy
CT Stone Study,RID34393,hydronephrosis
CT Stone Study,RID28454,none
CT Stone Study,RID5671,mild
CT Stone Study,RID5672,moderate
CT Stone Study,RID5673,severe
CT Stone Study,RID30845,left ureter
CT Stone Study,RID28454,none
CT Stone Study,RID28472,present
CT Stone Study,RID30844,right ureter
CT Stone Study,RID28454,none
CT Stone Study,RID28472,present
CT Stone Study,RID49442,indication
CT,RID10321,computed tomography
CT,RID1243,thorax
CT,RID1559,procedure
CT,RID28483,comparison
CT,RID13170,impression section
CTA AP with Runoff,RID480,aorta
CTA AP with Runoff,RID38761,femoral artery
CTA AP with Runoff,RID961,superficial femoral artery
CTA AP with Runoff,RID958,common femoral artery
CTA AP with Runoff,RID49442,indication
CTA AP with Runoff,RID3302,peripheral vascular disease
CTA AP with Runoff,RID958,common femoral artery
CTA AP with Runoff,RID962,popliteal artery
CTA AP with Runoff,RID38761,femoral artery
CTA AP with Runoff,RID13209,musculoskeletal system
CTA AP with Runoff,RID13173,normal
CTA AP with Runoff,RID205,kidney
CTA AP with Runoff,RID28722,adrenal region
CTA AP with Runoff,RID170,pancreas
CTA AP with Runoff,RID10392,routine
CTA AP with Runoff,RID35970,read outside image
CTA AP with Runoff,RID962,popliteal artery
CTA AP with Runoff,RID187,gallbladder
CTA AP with Runoff,RID13173,normal
CTA AP with Runoff,RID28473,absent
CTA AP with Runoff,RID961,superficial femoral artery
CTA AP with Runoff,RID58,liver
CTA AP with Runoff,RID1301,lung
CTA AP with Runoff,RID2617,pelvic cavity
CTA AP with Runoff,RID31970,proximal superior mesenteric lymph node group
CTA AP with Runoff,RID939,inferior mesenteric artery
CTA AP with Runoff,RID38168,ureteric segment of right renal artery
CTA AP with Runoff,RID906,celiac artery
CTA AP with Runoff,RID927,superior mesenteric artery
CTA AP with Runoff,RID37860,left renal artery
CTA AP with Runoff,RID86,spleen
CTA AP with Runoff,RID13173,normal
CTA AP with Runoff,RID944,common iliac artery
CTA AP with Runoff,RID945,internal iliac artery
CTA AP with Runoff,RID944,common iliac artery
CTA AP with Runoff,RID945,internal iliac artery
CTA AP with Runoff,RID957,external iliac artery
CTA AP with Runoff,RID957,external iliac artery
CTA AP with Runoff,RID905,abdominal aorta
Cystogram,RID34878,cystography
Cystogram,RID237,urinary bladder
Cystogram,RID1559,procedure
Cystogram,RID28483,comparison
Cystogram,RID13170,impression section
Echo abdomen (man),RID39123,length
Echo abdomen (man),RID39123,length
Echo abdomen (man),RID29663,left kidney
Echo abdomen (man),RID29662,right kidney
Echo abdomen (man),RID15990,vasculature of organ
Echo abdomen (man),RID39466,liver mass
Echo abdomen (man),RID28475,no
Echo abdomen (man),RID28474,yes
Echo abdomen (man),RID343,prostate
Echo abdomen (man),RID30836,surface of liver
Echo abdomen (man),RID5912,smooth
Echo abdomen (man),RID5802,nodular
Echo abdomen (man),RID5802,nodular
Echo abdomen (man),RID5802,nodular
Echo abdomen (man),RID86,spleen
Echo abdomen (man),RID905,abdominal aorta
Echo abdomen (man),RID237,urinary bladder
Echo abdomen (man),RID58,liver
Echo abdomen (man),RID6045,echogenicity characteristic
Echo abdomen (man),RID6046,hypoechoic
Echo abdomen (man),RID6048,hyperechoic
Echo abdomen (man),RID6048,hyperechoic
Echo abdomen (man),RID205,kidney
Echo abdomen (man),RID43294,homogeneously dense
Echo abdomen (man),RID28474,yes
Echo abdomen (man),RID28475,no
Echografie van het abdomen #01 (man),RID39123,length
Echografie van het abdomen #01 (man),RID39123,length
Echografie van het abdomen #01 (man),RID29663,left kidney
Echografie van het abdomen #01 (man),RID29662,right kidney
Echografie van het abdomen #01 (man),RID15990,vasculature of organ
Echografie van het abdomen #01 (man),RID39466,liver mass
Echografie van het abdomen #01 (man),RID28475,no
Echografie van het abdomen #01 (man),RID28474,yes
Echografie van het abdomen #01 (man),RID343,prostate
Echografie van het abdomen #01 (man),RID30836,surface of liver
Echografie van het abdomen #01 (man),RID5912,smooth
Echografie van het abdomen #01 (man),RID5802,nodular
Echografie van het abdomen #01 (man),RID5802,nodular
Echografie van het abdomen #01 (man),RID5802,nodular
Echografie van het abdomen #01 (man),RID86,spleen
Echografie van het abdomen #01 (man),RID905,abdominal aorta
Echografie van het abdomen #01 (man),RID237,urinary bladder
Echografie van het abdomen #01 (man),RID58,liver
Echografie van het abdomen #01 (man),RID6045,echogenicity characteristic
Echografie van het abdomen #01 (man),RID6046,hypoechoic
Echografie van het abdomen #01 (man),RID6048,hyperechoic
Echografie van het abdomen #01 (man),RID6048,hyperechoic
Echografie van het abdomen #01 (man),RID205,kidney
Echografie van het abdomen #01 (man),RID43294,homogeneously dense
Echografie van het abdomen #01 (man),RID28474,yes
Echografie van het abdomen #01 (man),RID28475,no
ECO Addome ,RID56,abdomen
ECO Addome ,RID10326,ultrasound
ECO Addome ,RID13166,clinical information
ECO Addome ,RID28483,comparison
ECO Addome ,RID10409,measurement
ECO Addome ,RID6045,echogenicity characteristic
ECO Addome ,RID5957,contour
ECO Addome ,RID3874,mass
ECO Addome ,RID13432,diameter
ECO Addome ,RID199,common bile duct
ECO Addome ,RID187,gallbladder
ECO Addome ,RID187,gallbladder
ECO Addome ,RID5987,wall
ECO Addome ,RID28509,thickening
ECO Addome ,RID1547,fluid
ECO Addome ,RID171,head of pancreas
ECO Addome ,RID174,body of pancreas
ECO Addome ,RID5772,size descriptor
ECO Addome ,RID28454,none
ECO Addome ,RID5671,mild
ECO Addome ,RID5672,moderate
ECO Addome ,RID5673,severe
ECO Addome ,RID13173,normal
ECO Addome ,RID28454,none
ECO Addome ,RID5671,mild
ECO Addome ,RID5672,moderate
ECO Addome ,RID5673,severe
ECO Addome ,RID13173,normal
ECO Addome ,RID28454,none
ECO Addome ,RID5671,mild
ECO Addome ,RID5672,moderate
ECO Addome ,RID5673,severe
ECO Addome ,RID1178,inferior vena cava
ECO Addome ,RID905,abdominal aorta
ECO Addome ,RID28454,none
ECO Addome ,RID5671,mild
ECO Addome ,RID5672,moderate
ECO Addome ,RID5673,severe
ECO Addome ,RID13170,impression section
Endometrial Cancer Staging CT,RID1559,procedure
Endometrial Cancer Staging CT,RID13170,impression section
Endometrial Cancer Staging CT,RID30958,endometrium
Endometrial Cancer Staging CT,RID39537,set of ovaries
Endometrial Cancer Staging CT,RID13166,clinical information section
Endometrial Cancer Staging CT,RID1541,ascites
Endometrial Cancer Staging CT,RID28483,comparison
Endometrial Cancer Staging MRI,RID13166,clinical information section
Endometrial Cancer Staging MRI,RID13170,impression section
Endometrial Cancer Staging MRI,RID1541,ascites
Endometrial Cancer Staging MRI,RID1559,procedure
Endometrial Cancer Staging MRI,RID39537,set of ovaries
Endometrial Cancer Staging MRI,RID325,vagina
Endometrial Cancer Staging MRI,RID302,uterus
Endoscopic Retrograde Cholangiopancreaticogram (ERCP),RID191,bile duct
Endoscopic Retrograde Cholangiopancreaticogram (ERCP),RID28548,cholangiography
Endoscopic Retrograde Cholangiopancreaticogram (ERCP),RID10345,projection radiography
Endoscopic Retrograde Cholangiopancreaticogram (ERCP),RID1559,procedure
Endoscopic Retrograde Cholangiopancreaticogram (ERCP),RID28483,comparison
Endoscopic Retrograde Cholangiopancreaticogram (ERCP),RID13170,impression section
Endoscopic Retrograde Pancreaticogram (ERP),RID176,pancreatic duct
Endoscopic Retrograde Pancreaticogram (ERP),RID10345,projection radiography
Endoscopic Retrograde Pancreaticogram (ERP),RID1559,procedure
Endoscopic Retrograde Pancreaticogram (ERP),RID28483,comparison
Endoscopic Retrograde Pancreaticogram (ERP),RID13170,impression section
Endoscopic Retrograde Cholangiogram (ERC),RID191,bile duct
Endoscopic Retrograde Cholangiogram (ERC),RID28548,cholangiography
Endoscopic Retrograde Cholangiogram (ERC),RID10345,projection radiography
Endoscopic Retrograde Cholangiogram (ERC),RID1559,procedure
Endoscopic Retrograde Cholangiogram (ERC),RID28483,comparison
Endoscopic Retrograde Cholangiogram (ERC),RID13170,impression section
Esophagram,RID95,esophagus
Esophagram,RID10361,fluoroscopy
Esophagram,RID10345,projection radiography
Fluoroscopic Feeding Tube,RID147,ligament of Treitz
Fluoroscopic Feeding Tube,RID49442,indication
Fluoroscopic Feeding Tube,RID49440,fluoroscopy time
Fluoroscopic-guided gastrostomy tube exchange,RID28483,comparison
Fluoroscopic-guided gastrostomy tube exchange,RID49439,attestation
Fluoroscopic-guided gastrostomy tube exchange,RID49663,gastrostomy-jejunostomy tube exchange
Fluoroscopic-guided gastrostomy tube exchange,RID12917,deployment technique
Fluoroscopic-guided gastrostomy tube exchange,RID49440,fluoroscopy time
Fluoroscopic-guided gastrostomy tube exchange,RID5893,obstructed
Fluoroscopic-guided gastrostomy tube exchange,RID49628,gastrostomy-jejunostomy tube placement
Fluoroscopic-guided gastrostomy tube exchange,RID49663,gastrostomy-jejunostomy tube exchange
Forearm Xray,RID2107,forearm
Forearm Xray,RID10345,projection radiography
Forearm Xray,RID2109,radius
Forearm Xray,RID2119,ulna
Forearm Xray,RID5825,right
Forearm Xray,RID5824,left
Forearm Xray,RID28483,comparison
Forearm Xray,RID13170,impression section
Ga-67 SPECT,RID11703,Gallium-67
Ga-67 SPECT,RID3382,inflammation
Ga-67 SPECT,RID3957,neoplasm
Ga-67 SPECT,RID10334,single photon emission computed tomography
Ga-67 SPECT,RID1559,procedure
Ga-67 SPECT,RID13166,clinical information
Ga-67 SPECT,RID28483,comparison
Ga-67 SPECT,RID28486,observations section
Ga-67 SPECT,RID13170,impression section
Gastric Emptying,RID5244,delayed emptying
Gastric Emptying,RID4967,gastric outlet obstruction
Gastric Emptying,RID5255,gastroparesis
Gastric Emptying,RID114,stomach
Gastric Emptying,RID11751,Tc-99m sulfur colloid
Gastric Emptying,RID1559,procedure
Gastric Emptying,RID13166,clinical information
Gastric Emptying,RID28483,comparison
Gastrostomy Tube Removal,RID10415,device removal
Gastrostomy Tube Removal,RID1634,gastrostomy
Gastrostomy Tube Removal,RID1559,procedure
Gastrostomy Tube Removal,RID28483,comparison
Gastrostomy Tube Removal,RID13170,impression section
Generic Report (Diagnostic),RID28487,report
Generic Report (Diagnostic),RID1559,procedure
Generic Report (Diagnostic),RID28483,comparison
Generic Report (Diagnostic),RID13170,impression section
Hip Xray - Prosthesis,RID2639,hip
Hip Xray - Prosthesis,RID10345,projection radiography
Hip Xray - Prosthesis,RID28823,prosthesis
Hip Xray - Prosthesis,RID1559,procedure
Hip Xray - Prosthesis,RID5821,laterality
Hip Xray - Prosthesis,RID5824,left
Hip Xray - Prosthesis,RID2639,hip
Hip Xray - Prosthesis,RID5825,right
Hip Xray - Prosthesis,RID2639,hip
Hip Xray - Prosthesis,RID5770,both
Hip Xray - Prosthesis,RID2639,hip
Hip Xray - Prosthesis,RID28483,comparison
Hip Xray - Prosthesis,RID1845,arthroplasty
Hip Xray - Prosthesis,RID13173,normal
Hip Xray - Prosthesis,RID13173,normal
Jama Brzuszna Całościowo,RID56,abdomen
Jama Brzuszna Całościowo,RID10345,projection radiography
Jama Brzuszna Całościowo,RID1559,procedure
Jama Brzuszna Całościowo,RID28483,comparison
Jama Brzuszna Całościowo,RID13170,impression section
Kidney DMSA,RID28812,function
Kidney DMSA,RID205,kidney
Kidney DMSA,RID11750,Tc-99m succimer
Kidney DMSA,RID1559,procedure
Kidney DMSA,RID13166,clinical information
Kidney DMSA,RID28483,comparison
Kidney DMSA,RID28486,observations section
Kidney DMSA,RID13170,impression section
Kvið röð,RID56,abdomen
Kvið röð,RID130,intestine
Kvið röð,RID4803,pneumoperitoneum
Kvið röð,RID10345,projection radiography
Kvið röð,RID1559,procedure
Kvið röð,RID13166,clinical information
Kvið röð,RID28483,comparison
Kvið röð,RID4803,pneumoperitoneum
Kvið röð,RID28453,abnormal
Kvið röð,RID34642,calcifications
Kvið röð,RID28569,set of bones
Kvið röð,RID13170,impression section
Lebermasse CT,RID10321,computed tomography
Lebermasse CT,RID58,liver
Lebermasse CT,RID3874,mass
Lebermasse CT,RID3957,neoplasm
Lebermasse CT,RID1559,procedure
Lebermasse CT,RID13166,clinical information
Lebermasse CT,RID28483,comparison
Lebermasse CT,RID5768,(unspecified)
Lebermasse CT,RID5945,anatomic sub-part
Lebermasse CT,RID13390,anatomical structure
Lebermasse CT,RID6054,enhancement characteristic
Lebermasse CT,RID5196,calcification
Lebermasse CT,RID1538,fat
Lebermasse CT,RID84,(unspecified)
Lebermasse CT,RID84,(unspecified)
Lebermasse CT,RID4736,pathophysiologic finding
Lebermasse CT,RID7466,pathophysiologic process modifier
Lebermasse CT,RID410,peritoneum
Lebermasse CT,RID4736,pathophysiologic finding
Lebermasse CT,RID7466,pathophysiologic process modifier
Lebermasse CT,RID5849,adjacent
Lebermasse CT,RID15506,set of organs
Lebermasse CT,RID28822,vascular region
Lebermasse CT,RID4736,pathophysiologic finding
Lebermasse CT,RID7466,pathophysiologic process modifier
Lebermasse CT,RID191,bile duct
Lebermasse CT,RID5849,adjacent
Lebermasse CT,RID13296,lymph node
Lebermasse CT,RID13170,impression section
Left Wrist Xray,RID10345,projection radiography
Left Wrist Xray,RID2177,wrist
Left Wrist Xray,RID1559,procedure
Left Wrist Xray,RID28483,comparison
Left Wrist Xray,RID28569,set of bones
Left Wrist Xray,RID28711,set of joints
Left Wrist Xray,RID35730,portion of soft tissue
Left Wrist Xray,RID13170,impression section
Lumbar Puncture,RID28675,lumbar spine region
Lumbar Puncture,RID28483,comparison
Lumbar Puncture,RID13170,impression section
Lumbar Spine Xray,RID28675,lumbar spine region
Lumbar Spine Xray,RID10345,projection radiography
Lumbar Spine Xray,RID28483,comparison
Lumbar Spine Xray,RID28569,set of bones
Lumbar Spine Xray,RID35730,portion of soft tissue
Lumbar Spine Xray,RID13170,impression section
Meckel Scan,RID4818,ileal diverticulum
Meckel Scan,RID11846,technetium
Meckel Scan,RID1559,procedure
Meckel Scan,RID28483,comparison
Meckel Scan,RID13170,impression section
MR Bladder,RID10312,magnetic resonance imaging
MR Bladder,RID2507,pelvis
MR Bladder,RID237,urinary bladder
