response_id,interviewer,interview_date,country,institution_name,section,subsection,question_id,question_code,question_text,question_type,field_name,response_value,response_text,response_comment
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q014,,MR Vendor 2,text,mr_vendor_2,,Siemens Healthineers,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q015,,MR Model 2,text,mr_model_2,,MAGNETOM Vida,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q016,,MR Vendor 3,text,mr_vendor_3,,Philips,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q017,,MR Model 3,text,mr_model_3,,Ingenia 3.0T,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,equipment,mr_systems,Q018,,Dedicated MR for RT,checkbox_single,dedicated_mr,yes_in_department,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,clinical_sites,cohort_pct,Q032,,Brain - % Planned External Beam,percentage,brain_pct_external,90,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,clinical_sites,cohort_pct,Q033,,Brain Mets - % Planned External Beam,percentage,brain_mets_pct_external,95,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,clinical_sites,cohort_pct,Q034,,Prostate - % Planned External Beam,percentage,prostate_pct_external,98,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,clinical_sites,cohort_pct,Q035,,Prostate - % Planned Brachytherapy,percentage,prostate_pct_brachy,2,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,vendors,Q047,P1,Positioning Vendor 1,text,pos_vendor_1,,Elekta,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,vendors,Q048,P1,Positioning Vendor 2,text,pos_vendor_2,,Orfit,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,coil_holder,Q059,,Coil Holder Usage - Other,text,coil_holder_other,,Breast,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,open_ended,Q060,,Why Use Coil Holder,text,coil_holder_reason,,Essential for maintaining treatment position accuracy and avoiding image artifacts from coil pressure,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,open_ended,Q061,,How Store Positioning Materials,text,storage_method,,Dedicated RT accessories room with inventory management system,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,open_ended,Q062,,QA for Positioning Setup,text,qa_methods,,Comprehensive QA program: weekly laser checks; monthly distortion phantom; quarterly end-to-end tests; annual geometric accuracy,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,satisfaction,Q063,,Comfort Changing Diagnostic to RT Positioning,likert_1_7,comfort_score,6,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,pain_points,Q064,,Pains Using/Exchanging Positioning Package,text,exchange_pains,,Limited compatibility between vendors. Would like universal positioning solutions.,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,pain_points,Q065,,Brain/Head-Neck Coil Main Pains,text,coil_pains,,Current solutions work well but setup time could be reduced. More ergonomic designs needed for elderly patients.,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,pain_points,Q066,,What Can Vendor Do to Remove Pains,text,vendor_solutions,,Continue innovation in RT-specific coil designs. Focus on pediatric and geriatric patient comfort.,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,positioning,ideal_package,Q067,,Ideal Positioning Package Contents,text,ideal_package,,Complete solution: flat couch with multiple indexing options; anatomical site-specific coils; integrated immobilization; coil bridges; fiducial marker system; comprehensive QA phantom,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,pricing,sensitivity,Q068,,Price - Too Low (Quality Concern),currency,price_too_low,7000,EUR,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,pricing,sensitivity,Q069,,Price - Bargain,currency,price_bargain,18000,EUR,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,pricing,sensitivity,Q070,,Price - Getting Expensive,currency,price_expensive,30000,EUR,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,pricing,sensitivity,Q071,,Price - Too Expensive,currency,price_too_expensive,45000,EUR,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,features,markers,Q072,,Overlay Markers Helpful,checkbox_single,markers_helpful,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,features,markers,Q073,,Why Markers Helpful/Not,text,markers_reason,,Critical for QA and helps with automated registration workflows,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,indexing,system,Q074,,Indexing System Used,checkbox_single,indexing_system,elekta,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,indexing,flat_couch,Q075,,Flat RT Couch All Time Acceptable,checkbox_single,flat_couch_acceptable,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,laser,equipment,Q076,,MR Laser Bridge Brand,checkbox_single,laser_brand,lap,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,laser,equipment,Q077,,MR Laser Bridge Model,checkbox_single,laser_model,doradonova_mr3t,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,laser,usage,Q078,,% MR Scans with Laser - Setup,percentage,laser_pct_setup,90,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,laser,usage,Q079,,% MR Scans with Laser - Marking,percentage,laser_pct_marking,85,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,surface_guidance,usage,Q080,L3,Use Surface Guidance at Linac,checkbox_single,sg_at_linac,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,surface_guidance,opinion,Q081,L4,Surface Guidance Replace CT Laser,checkbox_single,sg_replace_ct,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,surface_guidance,opinion,Q082,L4,Surface Guidance Replace MR Laser,checkbox_single,sg_replace_mr,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,surface_guidance,future,Q083,L5,Surface Guidance Tasks at MR Scanner,text,sg_mr_tasks,,Patient setup and positioning; motion monitoring; intra-fraction motion management; automated couch corrections,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,closing,interest,Q084,,Interest in Siemens Solutions,checkbox_single,interest_siemens,yes,,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,closing,feedback,Q085,,Final Comments,text,final_comments,,Excellent session. Eager to see new product roadmap and beta testing opportunities,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,closing,contact,Q086,,Contact Information,text,contact_info,,Prof. Emma Johansson | emma.johansson@karolinska.se | Department of Radiation Oncology,
R003,Prof. Emma Johansson,2024-02-20,Sweden,Karolinska University Hospital,closing,consent,Q087,,Data Privacy Consent,checkbox,consent,true,,
