Transaction ID;Site;Borne;Connecteur;Flotte;Date de début;Durée (HH:MM);Gain de charge (%);Energie délivrée (Wh);Montant facturé (CFA);T1 Créneau;T2 Créneau;T3 Créneau;T4 Créneau;T5 Créneau;T1 Prix/kWh (CFA);T2 Prix/kWh (CFA);T3 Prix/kWh (CFA);T4 Prix/kWh (CFA);T5 Prix/kWh (CFA);T1 Énergie (kWh);T2 Énergie (kWh);T3 Énergie (kWh);T4 Énergie (kWh);T5 Énergie (kWh);T1 Coût (CFA);T2 Coût (CFA);T3 Coût (CFA);T4 Coût (CFA);T5 Coût (CFA)
1766419275;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-22 16:00;06:32;77;20443.00;4702.00;00:00-23:59;;;;;230;;;;;20.443;;;;;4702;;;;
1766418122;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-22 15:41;00:43;80;31709.00;7294.00;00:00-23:59;;;;;230;;;;;31.709;;;;;7294;;;;
1766415381;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-22 14:56;00:33;59;26120.00;6008.00;00:00-23:59;;;;;230;;;;;26.12;;;;;6008;;;;
1766408980;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-22 13:09;00:47;51;13551.00;3117.00;00:00-23:59;;;;;230;;;;;13.551;;;;;3117;;;;
1766408218;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-22 12:56;00:22;43;17470.00;4019.00;00:00-23:59;;;;;230;;;;;17.47;;;;;4019;;;;
1766406517;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-22 12:28;00:05;2;1093.00;252.00;00:00-23:59;;;;;230;;;;;1.093;;;;;252;;;;
1766405994;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Fleetch RCI;2025-12-22 12:19;00:37;51;20543.00;4725.00;00:00-23:59;;;;;230;;;;;20.543;;;;;4725;;;;
1766405408;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Illigo;2025-12-22 12:09;00:31;54;21765.00;5006.00;00:00-23:59;;;;;230;;;;;21.765;;;;;5006;;;;
1766404142;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-22 11:48;00:32;55;21765.00;5006.00;00:00-23:59;;;;;230;;;;;21.765;;;;;5006;;;;
1766401971;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Illigo;2025-12-22 11:12;00:27;55;21809.00;5017.00;00:00-23:59;;;;;230;;;;;21.809;;;;;5017;;;;
1766396763;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-22 09:45;01:04;59;17278.00;3974.00;00:00-23:59;;;;;230;;;;;17.278;;;;;3974;;;;
1766395153;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-22 09:18;00:23;9;5500.00;1265.00;00:00-23:59;;;;;230;;;;;5.5;;;;;1265;;;;
1766392742;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-22 08:38;00:32;44;21816.00;5018.00;00:00-23:59;;;;;230;;;;;21.816;;;;;5018;;;;
1766383646;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-22 06:07;00:33;64;26691.00;6139.00;00:00-23:59;;;;;230;;;;;26.691;;;;;6139;;;;
1766383051;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-22 05:57;00:06;4;2582.00;594.00;00:00-23:59;;;;;230;;;;;2.582;;;;;594;;;;
1766382398;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-22 05:46;00:23;40;11170.00;2570.00;00:00-23:59;;;;;230;;;;;11.17;;;;;2570;;;;
1766376032;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-22 04:00;00:31;56;26030.00;5987.00;00:00-23:59;;;;;230;;;;;26.03;;;;;5987;;;;
1766371430;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-22 02:43;00:32;58;26143.00;6013.00;00:00-23:59;;;;;230;;;;;26.143;;;;;6013;;;;
1766359867;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-21 23:30;00:31;46;21822.00;5020.00;00:00-23:59;;;;;230;;;;;21.822;;;;;5020;;;;
1766358119;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 23:01;00:18;24;10790.00;2482.00;00:00-23:59;;;;;230;;;;;10.79;;;;;2482;;;;
1766356371;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 22:32;00:27;49;21872.00;5031.00;00:00-23:59;;;;;230;;;;;21.872;;;;;5031;;;;
1766354456;Petro Ivoire GANDHI;PI-GA-CP07;Connecteur A;Public;2025-12-21 22:00;04:20;0.0;21546.00;4310.00;00:00-23:59;;;;;200;;;;;21.546;;;;;4310;;;;
1766353912;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 21:51;00:09;19;7290.00;1677.00;00:00-23:59;;;;;230;;;;;7.29;;;;;1677;;;;
1766350856;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-21 21:00;00:08;4;1942.00;447.00;00:00-23:59;;;;;230;;;;;1.942;;;;;447;;;;
1766350119;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-21 20:48;00:10;16;6548.00;1507.00;00:00-23:59;;;;;230;;;;;6.548;;;;;1507;;;;
1766348760;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-21 20:25;00:32;35;13371.00;3076.00;00:00-23:59;;;;;230;;;;;13.371;;;;;3076;;;;
1766344578;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Fleetch RCI;2025-12-21 19:15;01:41;74;19442.00;4472.00;00:00-23:59;;;;;230;;;;;19.442;;;;;4472;;;;
1766344377;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-21 19:12;01:11;84;21790.00;5012.00;00:00-23:59;;;;;230;;;;;21.79;;;;;5012;;;;
1766343559;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-21 18:59;01:27;73;21720.00;4996.00;00:00-23:59;;;;;230;;;;;21.72;;;;;4996;;;;
1766338950;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 17:42;00:13;26;10894.00;2506.00;00:00-23:59;;;;;230;;;;;10.894;;;;;2506;;;;
1766338674;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-21 17:37;00:09;5;1989.00;458.00;00:00-23:59;;;;;230;;;;;1.989;;;;;458;;;;
1766337627;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-21 17:20;00:15;22;8760.00;2015.00;00:00-23:59;;;;;230;;;;;8.76;;;;;2015;;;;
1766336146;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-21 16:55;01:29;90;23366.00;5375.00;00:00-23:59;;;;;230;;;;;23.366;;;;;5375;;;;
1766336078;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-21 16:54;00:22;43;17450.00;4014.00;00:00-23:59;;;;;230;;;;;17.45;;;;;4014;;;;
1766331690;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Illigo;2025-12-21 15:41;00:32;45;18001.00;4141.00;00:00-23:59;;;;;230;;;;;18.001;;;;;4141;;;;
1766331241;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 15:33;00:14;22;10535.00;2424.00;00:00-23:59;;;;;230;;;;;10.535;;;;;2424;;;;
1766329827;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-21 15:10;00:53;65;17402.00;4003.00;00:00-23:59;;;;;230;;;;;17.402;;;;;4003;;;;
1766329100;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-21 14:58;00:51;78;31993.00;7359.00;00:00-23:59;;;;;230;;;;;31.993;;;;;7359;;;;
1766328603;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-21 14:49;00:41;55;26002.00;5981.00;00:00-23:59;;;;;230;;;;;26.002;;;;;5981;;;;
1766327178;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-21 14:25;00:19;29;17540.00;4035.00;00:00-23:59;;;;;230;;;;;17.54;;;;;4035;;;;
1766326026;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-21 14:06;00:42;58;23448.00;5394.00;00:00-23:59;;;;;230;;;;;23.448;;;;;5394;;;;
1766325134;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-21 13:51;00:15;4;3036.00;699.00;00:00-23:59;;;;;230;;;;;3.036;;;;;699;;;;
1766324469;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-21 13:40;00:10;17;7069.00;1626.00;00:00-23:59;;;;;230;;;;;7.069;;;;;1626;;;;
1766322508;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-21 13:08;00:43;54;29515.00;6789.00;00:00-23:59;;;;;230;;;;;29.515;;;;;6789;;;;
1766321205;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Illigo;2025-12-21 12:46;00:48;81;32761.00;7536.00;00:00-23:59;;;;;230;;;;;32.761;;;;;7536;;;;
1766319457;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-21 12:17;00:58;69;31908.00;7339.00;00:00-23:59;;;;;230;;;;;31.908;;;;;7339;;;;
1766318763;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 12:05;00:23;30;12360.00;2843.00;00:00-23:59;;;;;230;;;;;12.36;;;;;2843;;;;
1766316371;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-21 11:25;00:07;3;1440.00;332.00;00:00-23:59;;;;;230;;;;;1.44;;;;;332;;;;
1766314613;Petro Ivoire GANDHI;PI-GA-CP04;Connecteur A;Public;2025-12-21 10:56;04:03;0.0;13086.00;2618.00;00:00-23:59;;;;;200;;;;;13.086;;;;;2618;;;;
1766313978;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-21 10:45;00:30;55;21811.00;5017.00;00:00-23:59;;;;;230;;;;;21.811;;;;;5017;;;;
1766313108;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-21 10:31;00:23;30;21805.00;5016.00;00:00-23:59;;;;;230;;;;;21.805;;;;;5016;;;;
1766287205;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-21 03:19;00:52;40;12451.00;2864.00;00:00-23:59;;;;;230;;;;;12.451;;;;;2864;;;;
1766280131;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-21 01:21;00:21;43;17786.00;4091.00;00:00-23:59;;;;;230;;;;;17.786;;;;;4091;;;;
1766278013;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-21 00:46;00:14;26;8724.00;2007.00;00:00-23:59;;;;;230;;;;;8.724;;;;;2007;;;;
1766271555;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-20 22:58;00:10;6;2773.00;638.00;00:00-23:59;;;;;230;;;;;2.773;;;;;638;;;;
1766268645;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-20 22:10;00:45;81;33110.00;7616.00;00:00-23:59;;;;;230;;;;;33.11;;;;;7616;;;;
1766266167;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-20 21:29;01:07;85;33953.00;7810.00;00:00-23:59;;;;;230;;;;;33.953;;;;;7810;;;;
1766265796;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Public;2025-12-20 21:22;00:58;80;30884.00;7104.00;00:00-23:59;;;;;230;;;;;30.884;;;;;7104;;;;
1766265604;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-20 21:19;00:38;40;10445.00;2403.00;00:00-23:59;;;;;230;;;;;10.445;;;;;2403;;;;
1766265348;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Illigo;2025-12-20 21:15;00:42;67;27147.00;6244.00;00:00-23:59;;;;;230;;;;;27.147;;;;;6244;;;;
1766263689;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-20 20:47;01:09;86;22430.00;5159.00;00:00-23:59;;;;;230;;;;;22.43;;;;;5159;;;;
1766258765;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-20 19:25;00:24;15;7145.00;1644.00;00:00-23:59;;;;;230;;;;;7.145;;;;;1644;;;;
1766255822;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-20 18:36;00:38;52;14043.00;3230.00;00:00-23:59;;;;;230;;;;;14.043;;;;;3230;;;;
1766255100;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-20 18:24;00:38;61;27325.00;6285.00;00:00-23:59;;;;;230;;;;;27.325;;;;;6285;;;;
1766254333;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Public;2025-12-20 18:11;00:27;50;21776.00;5009.00;00:00-23:59;;;;;230;;;;;21.776;;;;;5009;;;;
1766248722;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 16:38;04:36;24;9437.00;2171.00;00:00-23:59;;;;;230;;;;;9.437;;;;;2171;;;;
1766248672;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-20 16:37;00:11;20;8992.00;2069.00;00:00-23:59;;;;;230;;;;;8.992;;;;;2069;;;;
1766248383;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-20 16:32;00:35;52;30529.00;7022.00;00:00-23:59;;;;;230;;;;;30.529;;;;;7022;;;;
1766248206;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 16:29;00:06;5;2206.00;508.00;00:00-23:59;;;;;230;;;;;2.206;;;;;508;;;;
1766248056;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-20 16:27;00:09;13;4978.00;1145.00;00:00-23:59;;;;;230;;;;;4.978;;;;;1145;;;;
1766247184;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-20 16:12;00:28;36;17386.00;3999.00;00:00-23:59;;;;;230;;;;;17.386;;;;;3999;;;;
1766246033;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-20 15:53;00:03;0;437.00;101.00;00:00-23:59;;;;;230;;;;;0.437;;;;;101;;;;
1766245757;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-20 15:48;00:02;3;1029.00;237.00;00:00-23:59;;;;;230;;;;;1.029;;;;;237;;;;
1766244047;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-20 15:20;01:16;92;36477.00;8390.00;00:00-23:59;;;;;230;;;;;36.477;;;;;8390;;;;
1766243977;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 15:19;00:55;68;22633.00;5206.00;00:00-23:59;;;;;230;;;;;22.633;;;;;5206;;;;
1766242064;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-20 14:47;00:59;95;40020.00;9205.00;00:00-23:59;;;;;230;;;;;40.02;;;;;9205;;;;
1766239848;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 14:10;00:40;25;6479.00;1491.00;00:00-23:59;;;;;230;;;;;6.479;;;;;1491;;;;
1766237936;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-20 13:38;01:00;28;8714.00;2005.00;00:00-23:59;;;;;230;;;;;8.714;;;;;2005;;;;
1766237653;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-20 13:33;00:31;39;14797.00;3404.00;00:00-23:59;;;;;230;;;;;14.797;;;;;3404;;;;
1766237163;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 13:25;00:39;66;17427.00;4009.00;00:00-23:59;;;;;230;;;;;17.427;;;;;4009;;;;
1766236227;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-20 13:10;01:15;73;19571.00;4502.00;00:00-23:59;;;;;230;;;;;19.571;;;;;4502;;;;
1766236116;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-20 13:08;01:00;95;37942.00;8727.00;00:00-23:59;;;;;230;;;;;37.942;;;;;8727;;;;
1766235836;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-20 13:03;00:29;49;13082.00;3009.00;00:00-23:59;;;;;230;;;;;13.082;;;;;3009;;;;
1766234048;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-20 12:33;00:25;30;21881.00;5033.00;00:00-23:59;;;;;230;;;;;21.881;;;;;5033;;;;
1766233947;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 12:32;00:33;8;4326.00;995.00;00:00-23:59;;;;;230;;;;;4.326;;;;;995;;;;
1766231001;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 11:43;00:32;43;11701.00;2692.00;00:00-23:59;;;;;230;;;;;11.701;;;;;2692;;;;
1766230049;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-20 11:27;00:39;71;30365.00;6984.00;00:00-23:59;;;;;230;;;;;30.365;;;;;6984;;;;
1766228760;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-20 11:05;00:19;33;11018.00;2535.00;00:00-23:59;;;;;230;;;;;11.018;;;;;2535;;;;
1766227509;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 10:44;00:39;64;26290.00;6047.00;00:00-23:59;;;;;230;;;;;26.29;;;;;6047;;;;
1766225893;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-20 10:17;00:49;35;9645.00;2219.00;00:00-23:59;;;;;230;;;;;9.645;;;;;2219;;;;
1766223968;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 09:45;00:22;37;6507.00;1497.00;00:00-23:59;;;;;230;;;;;6.507;;;;;1497;;;;
1766223450;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-20 09:37;00:06;12;1980.00;456.00;00:00-23:59;;;;;230;;;;;1.98;;;;;456;;;;
1766199119;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-20 02:51;00:21;27;12541.00;2885.00;00:00-23:59;;;;;230;;;;;12.541;;;;;2885;;;;
1766198442;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-20 02:40;00:28;56;23494.00;5404.00;00:00-23:59;;;;;230;;;;;23.494;;;;;5404;;;;
1766193570;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-20 01:19;00:15;34;13183.00;3033.00;00:00-23:59;;;;;230;;;;;13.183;;;;;3033;;;;
1766189750;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-20 00:15;00:08;5;2325.00;535.00;00:00-23:59;;;;;230;;;;;2.325;;;;;535;;;;
1766188992;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-20 00:02;00:11;15;6180.00;1422.00;00:00-23:59;;;;;230;;;;;6.18;;;;;1422;;;;
1766188451;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-19 23:53;00:20;21;9287.00;2137.00;00:00-23:59;;;;;230;;;;;9.287;;;;;2137;;;;
1766186133;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Illigo;2025-12-19 23:15;00:59;66;26857.00;6178.00;00:00-23:59;;;;;230;;;;;26.857;;;;;6178;;;;
1766185729;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 23:08;00:37;57;15258.00;3510.00;00:00-23:59;;;;;230;;;;;15.258;;;;;3510;;;;
1766183779;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 22:35;00:05;11;4095.00;942.00;00:00-23:59;;;;;230;;;;;4.095;;;;;942;;;;
1766182754;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 22:18;00:15;32;13001.00;2991.00;00:00-23:59;;;;;230;;;;;13.001;;;;;2991;;;;
1766177580;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Public;2025-12-19 20:52;00:29;53;21087.00;4851.00;00:00-23:59;;;;;230;;;;;21.087;;;;;4851;;;;
1766174948;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-19 20:08;00:30;15;3659.00;842.00;00:00-23:59;;;;;230;;;;;3.659;;;;;842;;;;
1766172872;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-19 19:34;00:33;36;9900.00;2277.00;00:00-23:59;;;;;230;;;;;9.9;;;;;2277;;;;
1766171150;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-19 19:05;01:01;83;21726.00;4997.00;00:00-23:59;;;;;230;;;;;21.726;;;;;4997;;;;
1766168362;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur B;Public;2025-12-19 18:19;00:27;49;21848.00;5026.00;00:00-23:59;;;;;230;;;;;21.848;;;;;5026;;;;
1766164377;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-19 17:12;00:17;33;13085.00;3010.00;00:00-23:59;;;;;230;;;;;13.085;;;;;3010;;;;
1766163713;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Public;2025-12-19 17:01;00:15;31;13100.00;3013.00;00:00-23:59;;;;;230;;;;;13.1;;;;;3013;;;;
1766163478;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 16:57;02:36;4;1476.00;340.00;00:00-23:59;;;;;230;;;;;1.476;;;;;340;;;;
1766163113;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-19 16:51;02:42;16;6180.00;1422.00;00:00-23:59;;;;;230;;;;;6.18;;;;;1422;;;;
1766162316;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-19 16:38;00:22;42;9457.00;2176.00;00:00-23:59;;;;;230;;;;;9.457;;;;;2176;;;;
1766161420;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 16:23;00:10;17;6577.00;1513.00;00:00-23:59;;;;;230;;;;;6.577;;;;;1513;;;;
1766161004;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-19 16:16;00:05;6;2152.00;495.00;00:00-23:59;;;;;230;;;;;2.152;;;;;495;;;;
1766160375;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 16:05;00:15;30;10688.00;2459.00;00:00-23:59;;;;;230;;;;;10.688;;;;;2459;;;;
1766160256;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-19 16:03;00:18;8;2166.00;499.00;00:00-23:59;;;;;230;;;;;2.166;;;;;499;;;;
1766159902;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur A;Public;2025-12-19 15:58;00:42;69;28136.00;6472.00;00:00-23:59;;;;;230;;;;;28.136;;;;;6472;;;;
1766157024;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-19 15:10;00:51;66;17406.00;4004.00;00:00-23:59;;;;;230;;;;;17.406;;;;;4004;;;;
1766155806;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-19 14:49;00:30;57;22545.00;5186.00;00:00-23:59;;;;;230;;;;;22.545;;;;;5186;;;;
1766152680;Petro Ivoire GANDHI;PI-GA-CP02;Connecteur B;Public;2025-12-19 13:57;00:47;75;30378.00;6987.00;00:00-23:59;;;;;230;;;;;30.378;;;;;6987;;;;
1766148672;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-19 12:50;01:10;84;22133.00;5091.00;00:00-23:59;;;;;230;;;;;22.133;;;;;5091;;;;
1766147251;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-19 12:27;00:27;48;13110.00;3016.00;00:00-23:59;;;;;230;;;;;13.11;;;;;3016;;;;
1766146626;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur A;Public;2025-12-19 12:16;00:21;43;17403.00;4003.00;00:00-23:59;;;;;230;;;;;17.403;;;;;4003;;;;
1766144066;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-19 11:34;00:35;41;10479.00;2411.00;00:00-23:59;;;;;230;;;;;10.479;;;;;2411;;;;
1766138650;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-19 10:03;02:23;43;16991.00;3908.00;00:00-23:59;;;;;230;;;;;16.991;;;;;3908;;;;
1766138340;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-19 09:58;02:28;61;16460.00;3786.00;00:00-23:59;;;;;230;;;;;16.46;;;;;3786;;;;
1766138094;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur A;Public;2025-12-19 09:54;00:02;4;1036.00;239.00;00:00-23:59;;;;;230;;;;;1.036;;;;;239;;;;
1766137033;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-19 09:36;00:48;60;18891.00;4345.00;00:00-23:59;;;;;230;;;;;18.891;;;;;4345;;;;
1766128162;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 07:09;00:23;46;15066.00;3466.00;00:00-23:59;;;;;230;;;;;15.066;;;;;3466;;;;
1766124269;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Illigo;2025-12-19 06:04;00:27;55;22415.00;5156.00;00:00-23:59;;;;;230;;;;;22.415;;;;;5156;;;;
1766118549;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-19 04:28;00:31;6;3534.00;813.00;00:00-23:59;;;;;230;;;;;3.534;;;;;813;;;;
1766108193;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Illigo;2025-12-19 01:36;00:11;10;4759.00;1095.00;00:00-23:59;;;;;230;;;;;4.759;;;;;1095;;;;
1766106409;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Illigo;2025-12-19 01:06;00:27;53;20895.00;4806.00;00:00-23:59;;;;;230;;;;;20.895;;;;;4806;;;;
1766098441;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur A;Public;2025-12-18 22:53;00:53;50;13288.00;3057.00;00:00-23:59;;;;;230;;;;;13.288;;;;;3057;;;;
1766096290;Petro Ivoire ABATTA;PI-AB-CP02;Connecteur B;Public;2025-12-18 22:17;00:13;27;10993.00;2529.00;00:00-23:59;;;;;230;;;;;10.993;;;;;2529;;;;
1766094295;Petro Ivoire ABATTA;PI-AB-CP01;Connecteur B;Public;2025-12-18 21:44;00:24;41;11108.00;2555.00;00:00-23:59;;;;;230;;;;;11.108;;;;;2555;;;;
1766094283;Petro Ivoire GANDHI;PI-GA-CP01;Connecteur B;Public;2025-12-18 21:44;00:21;23;6041.00;1390.00;00:00-23:59;;;;;230;;;;;6.041;;;;;1390;;;;
1766092277;Petro Ivoire GANDHI;PI-GA-CP03;Connecteur A;Public;2025-12-18 21:10;00:03;2;1057.00;244.00;00:00-23:59;;;;;230;;;;;1.057;;;;;244;;;;
